" Date","Type"," Amount"
"7/1/2023","Deposit","3044.48"
"1/4/2023","Withdrawal","3071.94"
"7/12/2023","Deposit","940.59"
"9/12/2023","Deposit","1323.43"
"10/31/2023","Deposit","4986.32"
"5/31/2023","Transfer","1313.88"
"1/6/2023","Withdrawal","2339.7"
"8/3/2023","Deposit","1932.7"
"8/18/2023","Deposit","3444.41"
"11/23/2023","Deposit","1684.13"
"5/13/2023","Withdrawal","3417.92"
"3/26/2023","Deposit","4804.4"
"6/3/2023","Transfer","1269.41"
"7/21/2023","Deposit","1859.68"
"7/13/2023","Deposit","1717.45"
"1/20/2023","Transfer","1508.78"
"9/27/2023","Withdrawal","1358.72"
"9/3/2023","Withdrawal","3153.91"
"3/12/2023","Deposit","2745.07"
"7/21/2023","Withdrawal","2548.25"
"12/17/2023","Transfer","4004.93"
"2/27/2023","Withdrawal","741.19"
"9/14/2023","Deposit","856.93"
"8/9/2023","Transfer","2570.17"
"6/8/2023","Deposit","1775.1"
"5/16/2023","Transfer","877.21"
"7/27/2023","Transfer","3456.26"
"8/26/2023","Deposit","2485.41"
"12/5/2023","Deposit","1019.17"
"8/6/2023","Withdrawal","1329.38"
"7/7/2023","Withdrawal","3618.03"
"7/9/2023","Deposit","1644.09"
"10/1/2023","Deposit","1030.55"
"9/11/2023","Withdrawal","4828.35"
"7/13/2023","Deposit","449.34"
"12/15/2023","Transfer","743.1"
"11/18/2023","Withdrawal","3589.22"
"6/29/2023","Withdrawal","2134.3"
"11/19/2023","Transfer","3767.13"
"3/29/2023","Transfer","2768.36"
"9/22/2023","Deposit","210.68"
"12/29/2023","Deposit","3423.9"
"10/31/2023","Transfer","4030.76"
"11/12/2023","Transfer","2767.85"
"11/30/2023","Withdrawal","1544.72"
"5/6/2023","Withdrawal","87.45"
"6/29/2023","Withdrawal","4534.35"
"2/12/2023","Deposit","3537.83"
"7/22/2023","Withdrawal","233.54"
"11/2/2023","Transfer","4204.55"
"4/17/2023","Withdrawal","274.78"
"3/29/2023","Transfer","3560.27"
"1/14/2023","Transfer","3473.4"
"8/31/2023","Deposit","4581.58"
"1/18/2023","Deposit","835.49"
"8/16/2023","Withdrawal","2840.68"
"3/18/2023","Withdrawal","2728.07"
"10/17/2023","Withdrawal","184.55"
"12/5/2023","Deposit","3195.16"
"2/10/2023","Transfer","1277.61"
"4/29/2023","Transfer","1669.13"
"3/16/2023","Deposit","1214.36"
"6/26/2023","Withdrawal","289.06"
"8/6/2023","Deposit","841.47"
"3/10/2023","Transfer","1044.47"
"8/1/2023","Deposit","2890.85"
"10/31/2023","Deposit","683.43"
"1/12/2023","Transfer","4604.36"
"4/23/2023","Deposit","1166.62"
"9/27/2023","Deposit","3262.21"
"11/16/2023","Deposit","796.33"
"1/26/2023","Withdrawal","3977.71"
"2/24/2023","Transfer","366.85"
"11/11/2023","Withdrawal","3690.59"
"7/27/2023","Transfer","1971.9"
"3/20/2023","Transfer","2332.94"
"11/20/2023","Transfer","1837.93"
"5/31/2023","Deposit","2016.22"
"11/24/2023","Withdrawal","36.57"
"7/17/2023","Transfer","140.49"
"8/8/2023","Withdrawal","3971.74"
"10/31/2023","Withdrawal","1075.29"
"9/18/2023","Withdrawal","3040.41"
"1/21/2023","Withdrawal","3270.09"
"6/27/2023","Deposit","3492.93"
"12/29/2023","Deposit","2990.74"
"3/12/2023","Transfer","3147.65"
"12/16/2023","Transfer","2911.71"
"4/4/2023","Deposit","4641.61"
"7/26/2023","Transfer","3326.28"
"3/14/2023","Deposit","1771.15"
"6/4/2023","Withdrawal","1789.62"
"9/15/2023","Withdrawal","407.24"
"8/16/2023","Deposit","4959.01"
"12/13/2023","Transfer","4454.92"
"6/24/2023","Transfer","224.91"
"10/23/2023","Deposit","4310.28"
"8/5/2023","Deposit","700.74"
"2/5/2023","Withdrawal","1202.85"
"12/23/2023","Transfer","3407.12"
"7/31/2023","Withdrawal","3653.77"
"5/30/2023","Deposit","2533.69"
"10/1/2023","Transfer","4839.04"
"4/25/2023","Withdrawal","2453.18"
"7/22/2023","Transfer","1299.22"
"1/6/2023","Transfer","55.21"
"11/19/2023","Deposit","4337.83"
"5/5/2023","Withdrawal","1982.59"
"11/4/2023","Deposit","3914.86"
"7/17/2023","Withdrawal","3871.53"
"7/26/2023","Deposit","227.4"
"1/3/2023","Deposit","4109.65"
"3/7/2023","Deposit","1452.85"
"7/27/2023","Withdrawal","4207.74"
"10/5/2023","Deposit","2465.94"
"4/23/2023","Transfer","2962.04"
"5/19/2023","Deposit","515.84"
"6/13/2023","Transfer","1902.65"
"11/5/2023","Withdrawal","4854.76"
"11/28/2023","Transfer","4630.19"
"6/17/2023","Transfer","4971.06"
"2/4/2023","Transfer","2555.98"
"2/12/2023","Transfer","4093.19"
"10/28/2023","Transfer","2280.69"
"6/18/2023","Withdrawal","4707.59"
"11/16/2023","Withdrawal","4930.09"
"9/28/2023","Withdrawal","4390.19"
"10/27/2023","Withdrawal","3109.6"
"2/11/2023","Withdrawal","4944.88"
"7/6/2023","Withdrawal","4918.88"
"3/26/2023","Deposit","2380.64"
"1/4/2023","Transfer","1525.82"
"11/23/2023","Withdrawal","945.23"
"10/12/2023","Deposit","3388.29"
"9/19/2023","Withdrawal","183.64"
"7/28/2023","Withdrawal","3821.5"
"9/12/2023","Deposit","266.09"
"7/13/2023","Withdrawal","1334.21"
"3/22/2023","Transfer","2495.01"
"4/3/2023","Transfer","496.19"
"5/19/2023","Deposit","191.13"
"8/6/2023","Withdrawal","2404.21"
"9/1/2023","Transfer","4434.91"
"4/13/2023","Deposit","2047.49"
"2/1/2023","Transfer","1009.39"
"12/9/2023","Deposit","2047.67"
"2/20/2023","Deposit","3615.95"
"8/26/2023","Transfer","216.4"
"2/9/2023","Withdrawal","163.42"
"9/14/2023","Deposit","2319.28"
"8/11/2023","Transfer","3386.7"
"1/6/2023","Transfer","3072.65"
"4/5/2023","Transfer","3192.73"
"9/29/2023","Deposit","836.93"
"5/26/2023","Withdrawal","2698.29"
"11/24/2023","Transfer","1895.83"
"8/17/2023","Transfer","561.37"
"8/19/2023","Deposit","649.03"
"2/18/2023","Withdrawal","3230.26"
"12/29/2023","Deposit","4786.53"
"9/8/2023","Withdrawal","540.44"
"10/22/2023","Deposit","2479.5"
"2/27/2023","Withdrawal","1247.15"
"7/18/2023","Transfer","1415.23"
"6/19/2023","Deposit","1130.03"
"10/28/2023","Withdrawal","2733"
"8/15/2023","Transfer","293"
"1/28/2023","Transfer","3715.06"
"3/30/2023","Withdrawal","3037.58"
"4/2/2023","Deposit","1930.31"
"3/14/2023","Transfer","1097.07"
"9/18/2023","Withdrawal","2686.23"
"11/9/2023","Deposit","4776.21"
"3/21/2023","Transfer","3543.45"
"1/29/2023","Withdrawal","1403.98"
"8/23/2023","Transfer","3717.16"
"11/7/2023","Deposit","2525.16"
"5/31/2023","Deposit","249.61"
"2/26/2023","Transfer","3091.51"
"5/26/2023","Deposit","1177.13"
"5/13/2023","Deposit","2054.2"
"5/27/2023","Withdrawal","2397.55"
"8/17/2023","Transfer","3998.55"
"7/15/2023","Transfer","2904.54"
"3/25/2023","Withdrawal","1707.08"
"2/19/2023","Deposit","3289.67"
"12/8/2023","Transfer","968.55"
"11/28/2023","Transfer","4115.74"
"9/21/2023","Withdrawal","1015.14"
"8/1/2023","Deposit","2797.07"
"4/19/2023","Withdrawal","1033.59"
"2/2/2023","Transfer","1634.56"
"4/12/2023","Deposit","2118.22"
"6/23/2023","Deposit","1843.42"
"8/25/2023","Withdrawal","4669.99"
"5/7/2023","Deposit","1125.22"
"8/10/2023","Transfer","908.95"
"7/14/2023","Transfer","2592.51"
"7/10/2023","Transfer","4745.09"
"4/4/2023","Deposit","2521.61"
"9/16/2023","Deposit","4797.28"
"11/4/2023","Transfer","959.87"
"2/13/2023","Withdrawal","61.18"
"11/12/2023","Transfer","1521.7"
"2/27/2023","Withdrawal","3194.61"
"4/5/2023","Transfer","2964.33"
"5/22/2023","Withdrawal","1216.21"
"10/2/2023","Withdrawal","3311.26"
"1/5/2023","Deposit","4152.93"
"9/4/2023","Withdrawal","3439.11"
"5/3/2023","Deposit","3642.01"
"10/9/2023","Transfer","1544.96"
"4/24/2023","Withdrawal","2650.75"
"9/4/2023","Withdrawal","223.1"
"12/30/2023","Transfer","1801.82"
"1/18/2023","Transfer","4080.46"
"6/22/2023","Withdrawal","3952.65"
"8/16/2023","Withdrawal","4704.59"
"8/11/2023","Deposit","4844.13"
"7/29/2023","Deposit","4863.64"
"9/1/2023","Withdrawal","795.33"
"1/9/2023","Withdrawal","611.96"
"12/12/2023","Transfer","4376.66"
"5/2/2023","Transfer","1921.86"
"10/25/2023","Deposit","1792.35"
"12/31/2023","Deposit","2673.02"
"11/22/2023","Transfer","2262.55"
"12/6/2023","Transfer","1122.97"
"11/24/2023","Transfer","4224.62"
"4/19/2023","Transfer","4547.21"
"11/20/2023","Transfer","3740.06"
"12/11/2023","Transfer","249.88"
"1/31/2023","Deposit","598.4"
"5/2/2023","Transfer","1736.6"
"10/2/2023","Withdrawal","2787.98"
"3/12/2023","Withdrawal","3051.48"
"6/24/2023","Withdrawal","508.98"
"10/20/2023","Withdrawal","4801.6"
"12/16/2023","Deposit","2652.56"
"7/28/2023","Withdrawal","2164.42"
"8/12/2023","Deposit","963.68"
"1/19/2023","Withdrawal","4754.71"
"8/5/2023","Transfer","2242.51"
"4/3/2023","Transfer","597.75"
"2/22/2023","Transfer","3075.68"
"3/16/2023","Transfer","1757.26"
"5/12/2023","Deposit","4041.9"
"2/15/2023","Transfer","2731.87"
"2/5/2023","Transfer","537.44"
"5/12/2023","Deposit","3755.52"
"5/10/2023","Withdrawal","1530.29"
"6/16/2023","Deposit","2047.14"
"8/31/2023","Withdrawal","3880.46"
"8/13/2023","Transfer","541.2"
"10/27/2023","Deposit","4889.12"
"4/1/2023","Withdrawal","3513.41"
"12/12/2023","Deposit","971.04"
"12/30/2023","Withdrawal","300.04"
"10/24/2023","Transfer","2727.23"
"5/2/2023","Transfer","1902.5"
"12/25/2023","Transfer","157.23"
"12/19/2023","Withdrawal","3050"
"10/21/2023","Transfer","1550.65"
"7/12/2023","Deposit","1616.69"
"4/24/2023","Withdrawal","819.24"
"1/11/2023","Deposit","710.49"
"7/6/2023","Withdrawal","730.27"
"3/19/2023","Withdrawal","4431.44"
"3/11/2023","Deposit","2670.06"
"10/26/2023","Transfer","2352.44"
"4/14/2023","Deposit","3525.29"
"12/11/2023","Transfer","1605.64"
"8/3/2023","Deposit","4112.9"
"4/28/2023","Withdrawal","994.01"
"1/5/2023","Deposit","4015.29"
"6/3/2023","Deposit","289.68"
"7/29/2023","Withdrawal","792.63"
"10/15/2023","Transfer","4464.35"
"10/30/2023","Transfer","553.95"
"3/31/2023","Withdrawal","1235.33"
"2/19/2023","Transfer","223.06"
"12/21/2023","Transfer","2997.34"
"7/21/2023","Transfer","1645.28"
"6/5/2023","Withdrawal","3171.1"
"4/5/2023","Withdrawal","438.05"
"3/20/2023","Deposit","1981.58"
"7/2/2023","Deposit","1864.67"
"11/10/2023","Deposit","2688.79"
"6/17/2023","Transfer","1482.22"
"7/5/2023","Deposit","4923.93"
"11/24/2023","Transfer","1586.99"
"11/26/2023","Transfer","3484.89"
"6/22/2023","Transfer","1837.84"
"5/18/2023","Deposit","2672.83"
"12/24/2023","Deposit","1141.07"
"7/29/2023","Deposit","872.23"
"10/31/2023","Transfer","4862.23"
"8/8/2023","Transfer","2709.29"
"7/9/2023","Withdrawal","2309.45"
"10/11/2023","Withdrawal","3211.45"
"4/24/2023","Transfer","1125.03"
"1/20/2023","Withdrawal","4111.64"
"3/29/2023","Transfer","1248.7"
"11/22/2023","Withdrawal","2717.22"
"10/24/2023","Transfer","644.63"
"12/18/2023","Withdrawal","2877.08"
"9/19/2023","Transfer","2419.95"
"1/30/2023","Deposit","1410.43"
"2/23/2023","Withdrawal","1544.55"
"6/24/2023","Transfer","58.96"
"9/7/2023","Deposit","146.31"
"1/10/2023","Transfer","3008.28"
"10/2/2023","Deposit","3594.7"
"9/22/2023","Transfer","2739.04"
"5/15/2023","Transfer","418.74"
"3/2/2023","Transfer","4704.94"
"1/14/2023","Withdrawal","3570.03"
"9/15/2023","Deposit","1194.5"
"10/28/2023","Deposit","3360.72"
"10/3/2023","Deposit","566.17"
"1/26/2023","Withdrawal","3899.15"
"2/8/2023","Withdrawal","2409.81"
"9/3/2023","Deposit","2052.75"
"5/31/2023","Withdrawal","55.64"
"7/27/2023","Withdrawal","3265.85"
"6/2/2023","Deposit","4146.72"
"4/26/2023","Transfer","1448.6"
"7/20/2023","Transfer","68.73"
"6/30/2023","Deposit","3878.83"
"10/8/2023","Withdrawal","3181.97"
"6/23/2023","Withdrawal","3886.67"
"6/4/2023","Deposit","2696.2"
"12/22/2023","Deposit","2310.12"
"11/15/2023","Deposit","1104.6"
"4/25/2023","Deposit","403.4"
"10/30/2023","Withdrawal","2362.51"
"5/22/2023","Transfer","4343.3"
"10/6/2023","Deposit","306.14"
"1/16/2023","Withdrawal","4945.58"
"5/28/2023","Deposit","4735.49"
"9/19/2023","Transfer","3207.28"
"1/29/2023","Deposit","4571.91"
"9/17/2023","Withdrawal","2772.1"
"4/24/2023","Deposit","2028.87"
"1/8/2023","Transfer","2862.74"
"10/31/2023","Withdrawal","4384.01"
"9/12/2023","Withdrawal","4788.03"
"3/25/2023","Transfer","4192.06"
"1/16/2023","Deposit","906.61"
"10/30/2023","Deposit","2962.77"
"10/14/2023","Withdrawal","2229.33"
"4/6/2023","Transfer","2411.51"
"5/2/2023","Withdrawal","2146.91"
"8/14/2023","Withdrawal","347.11"
"1/29/2023","Transfer","4231.05"
"3/17/2023","Transfer","4892.05"
"11/20/2023","Transfer","1056.57"
"4/29/2023","Deposit","3113.56"
"6/20/2023","Withdrawal","2687.48"
"2/3/2023","Withdrawal","4483.51"
"9/19/2023","Deposit","3523.47"
"11/1/2023","Transfer","3750.81"
"7/7/2023","Deposit","4760"
"2/20/2023","Withdrawal","3320.75"
"1/9/2023","Deposit","2273.25"
"5/13/2023","Withdrawal","269.01"
"7/11/2023","Deposit","4532.76"
"1/16/2023","Deposit","2952.74"
"7/6/2023","Withdrawal","3414.76"
"7/3/2023","Withdrawal","2531.43"
"7/12/2023","Deposit","1974.18"
"3/25/2023","Deposit","2524.4"
"6/24/2023","Deposit","252.03"
"4/2/2023","Deposit","3991.58"
"10/18/2023","Withdrawal","798.27"
"3/3/2023","Transfer","1669.98"
"2/2/2023","Withdrawal","444.1"
"5/23/2023","Transfer","4101.53"
"12/7/2023","Withdrawal","850.04"
"12/28/2023","Transfer","2000.61"
"5/3/2023","Withdrawal","2083.23"
"4/25/2023","Transfer","1588.97"
"12/23/2023","Deposit","4302.03"
"3/21/2023","Deposit","3861.19"
"8/30/2023","Transfer","3720.95"
"5/16/2023","Deposit","1133.33"
"12/31/2023","Transfer","955.7"
"4/5/2023","Transfer","1240.5"
"9/21/2023","Deposit","1936.95"
"5/21/2023","Deposit","2399"
"3/29/2023","Withdrawal","1258.37"
"8/25/2023","Transfer","2294.23"
"2/28/2023","Withdrawal","930.06"
"12/3/2023","Transfer","1352.07"
"6/24/2023","Transfer","1311.11"
"3/1/2023","Withdrawal","3638.32"
"6/18/2023","Deposit","2297.89"
"2/21/2023","Withdrawal","3079.93"
"8/16/2023","Deposit","3349.84"
"9/5/2023","Deposit","351.89"
"11/28/2023","Transfer","3976.24"
"2/5/2023","Withdrawal","1427.02"
"11/29/2023","Withdrawal","2553.67"
"4/9/2023","Deposit","1698.55"
"3/10/2023","Deposit","3870.21"
"5/21/2023","Transfer","1149"
"7/19/2023","Transfer","4819.19"
"9/24/2023","Deposit","2006.61"
"1/8/2023","Transfer","3561.06"
"3/3/2023","Deposit","3210.82"
"5/20/2023","Withdrawal","3715.51"
"11/29/2023","Transfer","2759.84"
"12/27/2023","Withdrawal","1925.14"
"12/8/2023","Deposit","906.17"
"4/20/2023","Transfer","2602.02"
"6/21/2023","Deposit","313.68"
"2/27/2023","Withdrawal","303.53"
"12/10/2023","Transfer","3070.83"
"1/8/2023","Withdrawal","2407.64"
"12/29/2023","Withdrawal","2535.46"
"3/5/2023","Deposit","1600.28"
"11/4/2023","Withdrawal","3954.92"
"11/23/2023","Withdrawal","1013.91"
"10/5/2023","Withdrawal","2934.79"
"7/10/2023","Deposit","4303.79"
"8/10/2023","Withdrawal","4172.02"
"3/20/2023","Deposit","152.85"
"2/6/2023","Transfer","1402.14"
"7/7/2023","Transfer","3576.52"
"5/28/2023","Deposit","3706.32"
"4/5/2023","Transfer","2418.9"
"4/25/2023","Withdrawal","1020.37"
"6/22/2023","Withdrawal","1402.21"
"5/2/2023","Deposit","4006.78"
"11/10/2023","Withdrawal","968.88"
"7/23/2023","Transfer","4712.14"
"6/14/2023","Transfer","2509.33"
"8/10/2023","Deposit","1424.27"
"9/16/2023","Transfer","1954.18"
"3/18/2023","Transfer","1290"
"3/16/2023","Transfer","1927.83"
"8/10/2023","Deposit","662.67"
"7/20/2023","Deposit","4117.58"
"8/10/2023","Withdrawal","4818.65"
"4/3/2023","Transfer","3299.11"
"2/7/2023","Transfer","4044.82"
"8/22/2023","Deposit","1148.12"
"5/1/2023","Transfer","323.14"
"2/18/2023","Withdrawal","3139.29"
"2/3/2023","Transfer","4089.72"
"6/3/2023","Deposit","4173.37"
"5/10/2023","Transfer","2668.49"
"2/25/2023","Withdrawal","3114.28"
"4/10/2023","Withdrawal","1847.57"
"5/15/2023","Deposit","4155.04"
"2/5/2023","Withdrawal","3491.05"
"6/17/2023","Transfer","937.5"
"7/25/2023","Withdrawal","1404.4"
"10/9/2023","Withdrawal","767.76"
"3/25/2023","Deposit","2533.56"
"3/16/2023","Withdrawal","1019.17"
"3/31/2023","Deposit","802.25"
"5/1/2023","Transfer","810.56"
"4/9/2023","Withdrawal","1336.7"
"11/21/2023","Transfer","4047.06"
"9/29/2023","Transfer","4692.07"
"3/16/2023","Withdrawal","4979.33"
"12/19/2023","Withdrawal","211"
"5/17/2023","Deposit","2848.84"
"9/18/2023","Withdrawal","1339.56"
"7/31/2023","Deposit","4944.66"
"2/12/2023","Withdrawal","4921.8"
"4/8/2023","Withdrawal","4671.19"
"10/13/2023","Withdrawal","80.98"
"3/15/2023","Withdrawal","781.06"
"5/8/2023","Withdrawal","2766.73"
"2/1/2023","Deposit","944.57"
"8/4/2023","Withdrawal","4275.71"
"9/30/2023","Deposit","3501.69"
"12/30/2023","Deposit","928.57"
"3/8/2023","Withdrawal","4093.87"
"8/19/2023","Withdrawal","2496.39"
"8/23/2023","Withdrawal","3551.46"
"6/3/2023","Deposit","707.75"
"1/12/2023","Transfer","2594.08"
"2/6/2023","Transfer","3883.93"
"6/19/2023","Deposit","1734.48"
"11/9/2023","Withdrawal","942.25"
"1/12/2023","Withdrawal","3200.95"
"6/23/2023","Deposit","3223.91"
"8/13/2023","Withdrawal","1029.69"
"6/4/2023","Deposit","356.06"
"11/30/2023","Withdrawal","840.59"
"1/7/2023","Withdrawal","1384.88"
"8/24/2023","Deposit","191.03"
"2/7/2023","Transfer","4614.43"
"10/25/2023","Transfer","1160.21"
"9/1/2023","Transfer","3697.21"
"5/3/2023","Withdrawal","2079.14"
"6/4/2023","Transfer","2514.9"
"10/25/2023","Transfer","2689.34"
"9/3/2023","Transfer","3866.25"
"12/29/2023","Transfer","3941.69"
"2/10/2023","Transfer","714.95"
"9/22/2023","Transfer","1523.68"
"4/18/2023","Deposit","2869.46"
"8/14/2023","Transfer","1658.73"
"6/23/2023","Withdrawal","672.67"
"4/15/2023","Deposit","2048.09"
"12/15/2023","Withdrawal","1099.94"
"12/4/2023","Transfer","725.93"
"7/1/2023","Transfer","1527.1"
"4/3/2023","Transfer","1505.44"
"4/29/2023","Withdrawal","495.01"
"5/1/2023","Transfer","2924.75"
"7/6/2023","Transfer","1578.58"
"9/26/2023","Transfer","874.7"
"12/8/2023","Transfer","4094.8"
"1/16/2023","Transfer","22.85"
"2/1/2023","Transfer","2276.91"
"12/12/2023","Deposit","2180.38"
"4/5/2023","Transfer","3359.03"
"4/16/2023","Deposit","1953.11"
"6/24/2023","Transfer","2568.45"
"11/22/2023","Deposit","4543.17"
"10/18/2023","Withdrawal","849.73"
"11/27/2023","Withdrawal","536.48"
"2/6/2023","Deposit","3736.32"
"1/22/2023","Transfer","3717.08"
"8/6/2023","Withdrawal","4599.03"
"3/27/2023","Withdrawal","4915.95"
"11/12/2023","Transfer","1928.08"
"2/11/2023","Withdrawal","1893.36"
"5/21/2023","Deposit","4524.24"
"8/3/2023","Transfer","4304.95"
"6/9/2023","Deposit","1883.45"
"10/6/2023","Deposit","390.72"
"6/20/2023","Transfer","2910.31"
"6/9/2023","Withdrawal","1350.81"
"8/28/2023","Deposit","4543.89"
"12/24/2023","Withdrawal","4032.53"
"6/5/2023","Deposit","4505.86"
"8/20/2023","Transfer","413.76"
"8/10/2023","Transfer","4324.42"
"12/3/2023","Transfer","2969.5"
"6/19/2023","Withdrawal","1084.98"
"10/12/2023","Deposit","1513.3"
"8/31/2023","Transfer","2288.61"
"12/24/2023","Deposit","3141.94"
"6/11/2023","Deposit","1171.31"
"4/24/2023","Transfer","1043.14"
"9/25/2023","Deposit","4461.88"
"4/1/2023","Deposit","4227.66"
"10/23/2023","Transfer","3836.22"
"12/23/2023","Deposit","3806.84"
"11/4/2023","Transfer","3832.21"
"11/14/2023","Withdrawal","4621.26"
"11/21/2023","Deposit","4220.16"
"11/13/2023","Transfer","1948.99"
"12/6/2023","Withdrawal","2361.8"
"10/29/2023","Deposit","3026.77"
"8/21/2023","Transfer","2383.24"
"3/13/2023","Deposit","1491.72"
"4/17/2023","Withdrawal","4307.14"
"2/19/2023","Deposit","4019.21"
"12/27/2023","Transfer","1955.4"
"1/2/2023","Deposit","582.19"
"3/7/2023","Deposit","34.3"
"12/24/2023","Deposit","471.31"
"6/20/2023","Withdrawal","782.17"
"8/3/2023","Withdrawal","3292.38"
"5/18/2023","Deposit","1105.86"
"12/31/2023","Withdrawal","3177.78"
"6/30/2023","Withdrawal","1648.33"
"12/14/2023","Transfer","4476.31"
"7/30/2023","Withdrawal","2350.69"
"10/11/2023","Withdrawal","3367.52"
"1/2/2023","Withdrawal","2310.12"
"6/6/2023","Deposit","4563.57"
"11/4/2023","Deposit","3440.18"
"5/22/2023","Withdrawal","3214.37"
"1/28/2023","Transfer","2965.58"
"9/14/2023","Withdrawal","4943.17"
"10/27/2023","Transfer","3426.94"
"9/5/2023","Transfer","3773.16"
"12/2/2023","Withdrawal","417.74"
"3/26/2023","Transfer","4072.97"
"8/31/2023","Transfer","2987.62"
"7/25/2023","Transfer","1689.94"
"9/30/2023","Withdrawal","2912.64"
"9/28/2023","Transfer","3131.5"
"2/17/2023","Withdrawal","1308.35"
"2/15/2023","Deposit","2190.95"
"6/26/2023","Withdrawal","3609.52"
"9/27/2023","Deposit","1136.98"
"8/16/2023","Deposit","4182.27"
"12/22/2023","Withdrawal","396.86"
"9/11/2023","Deposit","2910.28"
"9/3/2023","Withdrawal","1904.64"
"1/22/2023","Withdrawal","276.03"
"1/22/2023","Transfer","3874.69"
"8/12/2023","Deposit","2737.24"
"12/13/2023","Withdrawal","3579.48"
"7/18/2023","Withdrawal","1906.81"
"8/19/2023","Deposit","4299.51"
"11/28/2023","Deposit","427.7"
"12/2/2023","Deposit","1174.43"
"8/18/2023","Deposit","3975.07"
"7/16/2023","Withdrawal","4773.85"
"8/22/2023","Deposit","4233.76"
"10/18/2023","Withdrawal","1161.99"
"9/22/2023","Deposit","1749.21"
"6/6/2023","Transfer","3829.83"
"1/27/2023","Deposit","4731.9"
"8/12/2023","Deposit","1453.34"
"7/21/2023","Withdrawal","1937.85"
"3/30/2023","Withdrawal","124.13"
"11/11/2023","Transfer","2526.97"
"6/19/2023","Transfer","449.93"
"10/21/2023","Deposit","437.11"
"12/11/2023","Withdrawal","3808.97"
"12/29/2023","Deposit","1726.16"
"6/29/2023","Withdrawal","4678.84"
"10/27/2023","Withdrawal","3583.26"
"1/23/2023","Withdrawal","1480.86"
"7/21/2023","Withdrawal","3412.59"
"11/22/2023","Transfer","4329.34"
"3/18/2023","Withdrawal","2185.83"
"8/11/2023","Transfer","2813.24"
"11/21/2023","Transfer","1095.27"
"7/7/2023","Deposit","2017.02"
"9/8/2023","Deposit","2899.46"
"5/11/2023","Transfer","3081.24"
"1/23/2023","Transfer","3602.97"
"2/6/2023","Transfer","4787.19"
"1/18/2023","Withdrawal","4194.3"
"12/21/2023","Withdrawal","4259.42"
"9/18/2023","Transfer","2791.99"
"2/10/2023","Transfer","729.43"
"12/14/2023","Transfer","3181.11"
"12/4/2023","Deposit","2037.23"
"3/13/2023","Deposit","168.89"
"5/20/2023","Withdrawal","982.32"
"8/2/2023","Withdrawal","3797.78"
"1/6/2023","Deposit","3158.72"
"4/29/2023","Withdrawal","4892.37"
"3/10/2023","Withdrawal","4617.99"
"3/18/2023","Transfer","2975.35"
"10/3/2023","Transfer","783.16"
"12/17/2023","Deposit","1688.37"
"4/2/2023","Transfer","1172.72"
"6/2/2023","Withdrawal","2357.88"
"1/18/2023","Transfer","4004.86"
"11/19/2023","Withdrawal","4111.02"
"2/4/2023","Deposit","898.55"
"4/12/2023","Transfer","2749.95"
"9/28/2023","Deposit","3386.9"
"11/3/2023","Transfer","1989.19"
"10/4/2023","Transfer","4528.13"
"9/16/2023","Transfer","1801.51"
"2/4/2023","Deposit","2455.77"
"1/8/2023","Transfer","2938.31"
"9/16/2023","Withdrawal","2142.49"
"11/6/2023","Transfer","4818.54"
"7/19/2023","Transfer","3804.72"
"5/20/2023","Withdrawal","4147.13"
"1/19/2023","Deposit","3765.62"
"3/26/2023","Deposit","2944.65"
"1/22/2023","Withdrawal","150.54"
"8/23/2023","Transfer","3826.07"
"10/13/2023","Withdrawal","3067.34"
"12/4/2023","Withdrawal","412.86"
"5/9/2023","Transfer","601.72"
"2/21/2023","Withdrawal","2411.15"
"1/29/2023","Deposit","4265.66"
"11/14/2023","Deposit","2773.2"
"1/29/2023","Deposit","4598.88"
"5/13/2023","Withdrawal","4080.11"
"7/30/2023","Transfer","3157.61"
"1/22/2023","Deposit","1573.68"
"6/26/2023","Transfer","4265.14"
"4/29/2023","Transfer","3299.37"
"5/16/2023","Deposit","2768.3"
"3/23/2023","Withdrawal","2508.11"
"12/30/2023","Deposit","1071.93"
"3/9/2023","Withdrawal","88.54"
"2/9/2023","Transfer","3585.37"
"4/1/2023","Deposit","4598.86"
"6/1/2023","Deposit","926.47"
"8/10/2023","Withdrawal","4674.27"
"3/17/2023","Withdrawal","368.84"
"8/23/2023","Transfer","2766.8"
"5/21/2023","Deposit","586.64"
"3/31/2023","Deposit","4446.63"
"3/6/2023","Deposit","525.17"
"6/4/2023","Withdrawal","1262.76"
"8/3/2023","Withdrawal","4031.61"
"12/28/2023","Deposit","3445.55"
"12/24/2023","Withdrawal","1946.76"
"5/19/2023","Transfer","4185.48"
"8/19/2023","Deposit","3182.14"
"2/11/2023","Deposit","1306.29"
"8/24/2023","Transfer","3703.94"
"3/27/2023","Deposit","1671.97"
"12/14/2023","Deposit","4080.53"
"6/15/2023","Deposit","3910.15"
"7/17/2023","Deposit","1549.51"
"12/11/2023","Withdrawal","527.22"
"3/3/2023","Transfer","4105.73"
"2/3/2023","Deposit","1828.6"
"10/9/2023","Withdrawal","1633.36"
"8/19/2023","Deposit","100.78"
"11/6/2023","Withdrawal","3632.11"
"6/16/2023","Withdrawal","1377.6"
"8/1/2023","Transfer","2185"
"10/4/2023","Withdrawal","4499.98"
"2/23/2023","Deposit","635.28"
"7/3/2023","Transfer","199.82"
"8/9/2023","Transfer","2806.94"
